t,v(t)
92.58,-217.393
92.6,-217.334
92.62,-217.274
92.64,-217.214
92.66,-217.154
92.68,-217.095
92.7,-217.035
92.72,-216.975
92.74,-216.916
92.76,-216.856
92.78,-216.796
92.8,-216.737
92.82,-216.677
92.84,-216.618
92.86,-216.558
92.88,-216.499
92.9,-216.439
92.92,-216.38
92.94,-216.321
92.96,-216.261
92.98,-216.202
93,-216.143
93.02,-216.084
93.04,-216.025
93.06,-215.965
93.08,-215.906
93.1,-215.847
93.12,-215.788
93.14,-215.729
93.16,-215.67
93.18,-215.611
93.2,-215.552
93.22,-215.493
93.24,-215.434
93.26,-215.375
93.28,-215.316
93.3,-215.258
93.32,-215.199
93.34,-215.14
93.36,-215.081
93.38,-215.023
93.4,-214.964
93.42,-214.905
93.44,-214.847
93.46,-214.788
93.48,-214.73
93.5,-214.671
93.52,-214.613
93.54,-214.554
93.56,-214.496
93.58,-214.437
93.6,-214.379
93.62,-214.321
93.64,-214.262
93.66,-214.204
93.68,-214.146
93.7,-214.088
93.72,-214.029
93.74,-213.971
93.76,-213.913
93.78,-213.855
93.8,-213.797
93.82,-213.739
93.84,-213.681
93.86,-213.623
93.88,-213.565
93.9,-213.507
93.92,-213.449
93.94,-213.391
93.96,-213.333
93.98,-213.275
94,-213.218
94.02,-213.16
94.04,-213.102
94.06,-213.044
94.08,-212.987
94.1,-212.929
94.12,-212.871
94.14,-212.814
94.16,-212.756
94.18,-212.699
94.2,-212.641
94.22,-212.584
94.24,-212.526
94.26,-212.469
94.28,-212.411
94.3,-212.354
94.32,-212.297
94.34,-212.239
94.36,-212.182
94.38,-212.125
94.4,-212.068
94.42,-212.011
94.44,-211.953
94.46,-211.896
94.48,-211.839
94.5,-211.782
94.52,-211.725
94.54,-211.668
94.56,-211.611
94.58,-211.554
94.6,-211.497
94.62,-211.44
94.64,-211.383
94.66,-211.327
94.68,-211.27
94.7,-211.213
94.72,-211.156
94.74,-211.1
94.76,-211.043
94.78,-210.986
94.8,-210.93
94.82,-210.873
94.84,-210.816
94.86,-210.76
94.88,-210.703
94.9,-210.647
94.92,-210.59
94.94,-210.534
94.96,-210.477
94.98,-210.421
95,-210.365
95.02,-210.308
95.04,-210.252
95.06,-210.196
95.08,-210.14
95.1,-210.083
95.12,-210.027
95.14,-209.971
95.16,-209.915
95.18,-209.859
95.2,-209.803
95.22,-209.747
95.24,-209.691
95.26,-209.635
95.28,-209.579
95.3,-209.523
95.32,-209.467
95.34,-209.411
95.36,-209.355
95.38,-209.3
95.4,-209.244
95.42,-209.188
95.44,-209.132
95.46,-209.077
95.48,-209.021
95.5,-208.965
95.52,-208.91
95.54,-208.854
95.56,-208.799
95.58,-208.743
95.6,-208.688
95.62,-208.632
95.64,-208.577
95.66,-208.521
95.68,-208.466
95.7,-208.411
95.72,-208.355
95.74,-208.3
95.76,-208.245
95.78,-208.189
95.8,-208.134
95.82,-208.079
95.84,-208.024
95.86,-207.969
95.88,-207.914
95.9,-207.859
95.92,-207.804
95.94,-207.749
95.96,-207.694
95.98,-207.639
96,-207.584
96.02,-207.529
96.04,-207.474
96.06,-207.419
96.08,-207.364
96.1,-207.309
96.12,-207.255
96.14,-207.2
96.16,-207.145
96.18,-207.091
96.2,-207.036
96.22,-206.981
96.24,-206.927
96.26,-206.872
96.28,-206.818
96.3,-206.763
96.32,-206.709
96.34,-206.654
96.36,-206.6
96.38,-206.545
96.4,-206.491
96.42,-206.437
96.44,-206.382
96.46,-206.328
96.48,-206.274
96.5,-206.22
96.52,-206.166
96.54,-206.111
96.56,-206.057
96.58,-206.003
96.6,-205.949
96.62,-205.895
96.64,-205.841
96.66,-205.787
96.68,-205.733
96.7,-205.679
96.72,-205.625
96.74,-205.571
96.76,-205.517
96.78,-205.464
96.8,-205.41
96.82,-205.356
96.84,-205.302
96.86,-205.249
96.88,-205.195
96.9,-205.141
96.92,-205.088
96.94,-205.034
96.96,-204.98
96.98,-204.927
97,-204.873
97.02,-204.82
97.04,-204.766
97.06,-204.713
97.08,-204.66
97.1,-204.606
97.12,-204.553
97.14,-204.499
97.16,-204.446
97.18,-204.393
97.2,-204.34
97.22,-204.286
97.24,-204.233
97.26,-204.18
97.28,-204.127
97.3,-204.074
97.32,-204.021
97.34,-203.968
97.36,-203.915
97.38,-203.862
97.4,-203.809
97.42,-203.756
97.44,-203.703
97.46,-203.65
97.48,-203.597
97.5,-203.544
97.52,-203.492
97.54,-203.439
97.56,-203.386
97.58,-203.333
97.6,-203.281
97.62,-203.228
97.64,-203.175
97.66,-203.123
97.68,-203.07
97.7,-203.018
97.72,-202.965
97.74,-202.913
97.76,-202.86
97.78,-202.808
97.8,-202.755
97.82,-202.703
97.84,-202.65
97.86,-202.598
97.88,-202.546
97.9,-202.494
97.92,-202.441
97.94,-202.389
97.96,-202.337
97.98,-202.285
98,-202.233
98.02,-202.18
98.04,-202.128
98.06,-202.076
98.08,-202.024
98.1,-201.972
98.12,-201.92
98.14,-201.868
98.16,-201.816
98.18,-201.764
98.2,-201.713
98.22,-201.661
98.24,-201.609
98.26,-201.557
98.28,-201.505
98.3,-201.454
98.32,-201.402
98.34,-201.35
98.36,-201.299
98.38,-201.247
98.4,-201.195
98.42,-201.144
98.44,-201.092
98.46,-201.041
98.48,-200.989
98.5,-200.938
98.52,-200.886
98.54,-200.835
98.56,-200.784
98.58,-200.732
98.6,-200.681
98.62,-200.63
98.64,-200.578
98.66,-200.527
98.68,-200.476
98.7,-200.425
98.72,-200.373
98.74,-200.322
98.76,-200.271
98.78,-200.22
98.8,-200.169
98.82,-200.118
98.84,-200.067
98.86,-200.016
98.88,-199.965
98.9,-199.914
98.92,-199.863
98.94,-199.812
98.96,-199.762
98.98,-199.711
99,-199.66
99.02,-199.609
99.04,-199.558
99.06,-199.508
99.08,-199.457
99.1,-199.406
99.12,-199.356
99.14,-199.305
99.16,-199.255
99.18,-199.204
99.2,-199.153
99.22,-199.103
99.24,-199.052
99.26,-199.002
99.28,-198.952
99.3,-198.901
99.32,-198.851
99.34,-198.801
99.36,-198.75
99.38,-198.7
99.4,-198.65
99.42,-198.599
99.44,-198.549
99.46,-198.499
99.48,-198.449
99.5,-198.399
99.52,-198.349
99.54,-198.299
99.56,-198.249
99.58,-198.199
99.6,-198.149
99.62,-198.099
99.64,-198.049
99.66,-197.999
99.68,-197.949
99.7,-197.899
99.72,-197.849
99.74,-197.799
99.76,-197.749
99.78,-197.7
99.8,-197.65
99.82,-197.6
99.84,-197.551
99.86,-197.501
99.88,-197.451
99.9,-197.402
99.92,-197.352
99.94,-197.303
99.96,-197.253
99.98,-197.204
100,-197.154
100.02,-197.105
100.04,-197.055
100.06,-197.006
100.08,-196.956
100.1,-196.907
100.12,-196.858
100.14,-196.809
100.16,-196.759
100.18,-196.71
100.2,-196.661
100.22,-196.612
100.24,-196.562
100.26,-196.513
100.28,-196.464
100.3,-196.415
100.32,-196.366
100.34,-196.317
100.36,-196.268
100.38,-196.219
100.4,-196.17
100.42,-196.121
100.44,-196.072
100.46,-196.023
100.48,-195.975
100.5,-195.926
100.52,-195.877
100.54,-195.828
100.56,-195.779
100.58,-195.731
100.6,-195.682
100.62,-195.633
100.64,-195.585
100.66,-195.536
100.68,-195.488
100.7,-195.439
100.72,-195.39
100.74,-195.342
100.76,-195.293
100.78,-195.245
100.8,-195.197
100.82,-195.148
100.84,-195.1
100.86,-195.051
100.88,-195.003
100.9,-194.955
100.92,-194.906
100.94,-194.858
100.96,-194.81
100.98,-194.762
101,-194.714
101.02,-194.665
101.04,-194.617
101.06,-194.569
101.08,-194.521
101.1,-194.473
101.12,-194.425
101.14,-194.377
101.16,-194.329
101.18,-194.281
101.2,-194.233
101.22,-194.185
101.24,-194.137
101.26,-194.089
101.28,-194.042
101.3,-193.994
101.32,-193.946
101.34,-193.898
101.36,-193.851
101.38,-193.803
101.4,-193.755
101.42,-193.708
101.44,-193.66
101.46,-193.612
101.48,-193.565
101.5,-193.517
101.52,-193.47
101.54,-193.422
101.56,-193.375
101.58,-193.327
101.6,-193.28
101.62,-193.232
101.64,-193.185
101.66,-193.138
101.68,-193.09
101.7,-193.043
101.72,-192.996
101.74,-192.949
101.76,-192.901
101.78,-192.854
101.8,-192.807
101.82,-192.76
101.84,-192.713
101.86,-192.666
101.88,-192.619
101.9,-192.571
101.92,-192.524
101.94,-192.477
101.96,-192.43
101.98,-192.384
102,-192.337
102.02,-192.29
102.04,-192.243
102.06,-192.196
102.08,-192.149
102.1,-192.102
102.12,-192.056
102.14,-192.009
102.16,-191.962
102.18,-191.915
102.2,-191.869
102.22,-191.822
102.24,-191.775
102.26,-191.729
102.28,-191.682
102.3,-191.636
102.32,-191.589
102.34,-191.543
102.36,-191.496
102.38,-191.45
102.4,-191.403
102.42,-191.357
102.44,-191.311
102.46,-191.264
102.48,-191.218
102.5,-191.172
102.52,-191.125
102.54,-191.079
102.56,-191.033
102.58,-190.987
102.6,-190.94
102.62,-190.894
102.64,-190.848
102.66,-190.802
102.68,-190.756
102.7,-190.71
102.72,-190.664
102.74,-190.618
102.76,-190.572
102.78,-190.526
102.8,-190.48
102.82,-190.434
102.84,-190.388
102.86,-190.342
102.88,-190.296
102.9,-190.25
102.92,-190.205
102.94,-190.159
102.96,-190.113
102.98,-190.067
103,-190.022
103.02,-189.976
103.04,-189.93
103.06,-189.885
103.08,-189.839
103.1,-189.794
103.12,-189.748
103.14,-189.702
103.16,-189.657
103.18,-189.611
103.2,-189.566
103.22,-189.521
103.24,-189.475
103.26,-189.43
103.28,-189.384
103.3,-189.339
103.32,-189.294
103.34,-189.248
103.36,-189.203
103.38,-189.158
103.4,-189.113
103.42,-189.068
103.44,-189.022
103.46,-188.977
103.48,-188.932
103.5,-188.887
103.52,-188.842
103.54,-188.797
103.56,-188.752
103.58,-188.707
103.6,-188.662
103.62,-188.617
103.64,-188.572
103.66,-188.527
103.68,-188.482
103.7,-188.437
103.72,-188.392
103.74,-188.348
103.76,-188.303
103.78,-188.258
103.8,-188.213
103.82,-188.169
103.84,-188.124
103.86,-188.079
103.88,-188.035
103.9,-187.99
103.92,-187.945
103.94,-187.901
103.96,-187.856
103.98,-187.812
104,-187.767
104.02,-187.723
104.04,-187.678
104.06,-187.634
104.08,-187.589
104.1,-187.545
104.12,-187.501
104.14,-187.456
104.16,-187.412
104.18,-187.368
104.2,-187.323
104.22,-187.279
104.24,-187.235
104.26,-187.191
104.28,-187.146
104.3,-187.102
104.32,-187.058
104.34,-187.014
104.36,-186.97
104.38,-186.926
104.4,-186.882
104.42,-186.838
104.44,-186.794
104.46,-186.75
104.48,-186.706
104.5,-186.662
104.52,-186.618
104.54,-186.574
104.56,-186.53
104.58,-186.486
104.6,-186.443
104.62,-186.399
104.64,-186.355
104.66,-186.311
104.68,-186.268
104.7,-186.224
104.72,-186.18
104.74,-186.137
104.76,-186.093
104.78,-186.049
104.8,-186.006
104.82,-185.962
104.84,-185.919
104.86,-185.875
104.88,-185.832
104.9,-185.788
104.92,-185.745
104.94,-185.701
104.96,-185.658
104.98,-185.614
105,-185.571
105.02,-185.528
105.04,-185.484
105.06,-185.441
105.08,-185.398
105.1,-185.355
105.12,-185.311
105.14,-185.268
105.16,-185.225
105.18,-185.182
105.2,-185.139
105.22,-185.096
105.24,-185.053
105.26,-185.01
105.28,-184.967
105.3,-184.924
105.32,-184.881
105.34,-184.838
105.36,-184.795
105.38,-184.752
105.4,-184.709
105.42,-184.666
105.44,-184.623
105.46,-184.58
105.48,-184.537
105.5,-184.495
105.52,-184.452
105.54,-184.409
105.56,-184.366
105.58,-184.324
105.6,-184.281
105.62,-184.238
105.64,-184.196
105.66,-184.153
105.68,-184.11
105.7,-184.068
105.72,-184.025
105.74,-183.983
105.76,-183.94
105.78,-183.898
105.8,-183.855
105.82,-183.813
105.84,-183.771
105.86,-183.728
105.88,-183.686
105.9,-183.643
105.92,-183.601
105.94,-183.559
105.96,-183.517
105.98,-183.474
106,-183.432
106.02,-183.39
106.04,-183.348
106.06,-183.305
106.08,-183.263
106.1,-183.221
106.12,-183.179
106.14,-183.137
106.16,-183.095
106.18,-183.053
106.2,-183.011
106.22,-182.969
106.24,-182.927
106.26,-182.885
106.28,-182.843
106.3,-182.801
106.32,-182.759
106.34,-182.717
106.36,-182.676
106.38,-182.634
106.4,-182.592
106.42,-182.55
106.44,-182.508
106.46,-182.467
106.48,-182.425
106.5,-182.383
106.52,-182.342
106.54,-182.3
106.56,-182.258
106.58,-182.217
106.6,-182.175
106.62,-182.134
106.64,-182.092
106.66,-182.051
106.68,-182.009
106.7,-181.968
106.72,-181.926
106.74,-181.885
106.76,-181.843
106.78,-181.802
106.8,-181.76
106.82,-181.719
106.84,-181.678
106.86,-181.637
106.88,-181.595
106.9,-181.554
106.92,-181.513
106.94,-181.472
106.96,-181.43
106.98,-181.389
107,-181.348
107.02,-181.307
107.04,-181.266
107.06,-181.225
107.08,-181.184
107.1,-181.143
107.12,-181.102
107.14,-181.061
107.16,-181.02
107.18,-180.979
107.2,-180.938
107.22,-180.897
107.24,-180.856
107.26,-180.815
107.28,-180.774
107.3,-180.733
107.32,-180.693
107.34,-180.652
107.36,-180.611
107.38,-180.57
107.4,-180.529
107.42,-180.489
107.44,-180.448
107.46,-180.407
107.48,-180.367
107.5,-180.326
107.52,-180.286
107.54,-180.245
107.56,-180.204
107.58,-180.164
107.6,-180.123
107.62,-180.083
107.64,-180.042
107.66,-180.002
107.68,-179.962
107.7,-179.921
107.72,-179.881
107.74,-179.84
107.76,-179.8
107.78,-179.76
107.8,-179.719
107.82,-179.679
107.84,-179.639
107.86,-179.599
107.88,-179.558
107.9,-179.518
107.92,-179.478
107.94,-179.438
107.96,-179.398
107.98,-179.358
108,-179.317
108.02,-179.277
108.04,-179.237
108.06,-179.197
108.08,-179.157
108.1,-179.117
108.12,-179.077
108.14,-179.037
108.16,-178.997
108.18,-178.957
108.2,-178.918
108.22,-178.878
108.24,-178.838
108.26,-178.798
108.28,-178.758
108.3,-178.718
108.32,-178.679
108.34,-178.639
108.36,-178.599
108.38,-178.559
108.4,-178.52
108.42,-178.48
108.44,-178.44
108.46,-178.401
108.48,-178.361
108.5,-178.322
108.52,-178.282
108.54,-178.243
108.56,-178.203
108.58,-178.164
108.6,-178.124
108.62,-178.085
108.64,-178.045
108.66,-178.006
108.68,-177.966
108.7,-177.927
108.72,-177.888
108.74,-177.848
108.76,-177.809
108.78,-177.77
108.8,-177.73
108.82,-177.691
108.84,-177.652
108.86,-177.613
108.88,-177.573
108.9,-177.534
108.92,-177.495
108.94,-177.456
108.96,-177.417
108.98,-177.378
109,-177.339
109.02,-177.299
109.04,-177.26
109.06,-177.221
109.08,-177.182
109.1,-177.143
109.12,-177.104
109.14,-177.066
109.16,-177.027
109.18,-176.988
109.2,-176.949
109.22,-176.91
109.24,-176.871
109.26,-176.832
109.28,-176.794
109.3,-176.755
109.32,-176.716
109.34,-176.677
109.36,-176.638
109.38,-176.6
109.4,-176.561
109.42,-176.522
109.44,-176.484
109.46,-176.445
109.48,-176.407
109.5,-176.368
109.52,-176.329
109.54,-176.291
109.56,-176.252
109.58,-176.214
109.6,-176.175
109.62,-176.137
109.64,-176.098
109.66,-176.06
109.68,-176.022
109.7,-175.983
109.72,-175.945
109.74,-175.906
109.76,-175.868
109.78,-175.83
109.8,-175.792
109.82,-175.753
109.84,-175.715
109.86,-175.677
109.88,-175.639
109.9,-175.6
109.92,-175.562
109.94,-175.524
109.96,-175.486
109.98,-175.448
110,-175.41
110.02,-175.372
110.04,-175.334
110.06,-175.295
110.08,-175.257
110.1,-175.219
110.12,-175.181
110.14,-175.144
110.16,-175.106
110.18,-175.068
110.2,-175.03
110.22,-174.992
110.24,-174.954
110.26,-174.916
110.28,-174.878
110.3,-174.841
110.32,-174.803
110.34,-174.765
110.36,-174.727
110.38,-174.689
110.4,-174.652
110.42,-174.614
110.44,-174.576
110.46,-174.539
110.48,-174.501
110.5,-174.463
110.52,-174.426
110.54,-174.388
110.56,-174.351
110.58,-174.313
110.6,-174.276
110.62,-174.238
110.64,-174.201
110.66,-174.163
110.68,-174.126
110.7,-174.088
110.72,-174.051
110.74,-174.014
110.76,-173.976
110.78,-173.939
110.8,-173.901
110.82,-173.864
110.84,-173.827
110.86,-173.79
110.88,-173.752
110.9,-173.715
110.92,-173.678
110.94,-173.641
110.96,-173.603
110.98,-173.566
111,-173.529
111.02,-173.492
111.04,-173.455
111.06,-173.418
111.08,-173.381
111.1,-173.344
111.12,-173.307
111.14,-173.27
111.16,-173.233
111.18,-173.196
111.2,-173.159
111.22,-173.122
111.24,-173.085
111.26,-173.048
111.28,-173.011
111.3,-172.974
111.32,-172.937
111.34,-172.9
111.36,-172.864
111.38,-172.827
111.4,-172.79
111.42,-172.753
111.44,-172.717
111.46,-172.68
111.48,-172.643
111.5,-172.606
111.52,-172.57
111.54,-172.533
111.56,-172.497
111.58,-172.46
111.6,-172.423
111.62,-172.387
111.64,-172.35
111.66,-172.314
111.68,-172.277
111.7,-172.241
111.72,-172.204
111.74,-172.168
111.76,-172.131
111.78,-172.095
111.8,-172.058
111.82,-172.022
111.84,-171.986
111.86,-171.949
111.88,-171.913
111.9,-171.877
111.92,-171.84
111.94,-171.804
111.96,-171.768
111.98,-171.732
112,-171.695
112.02,-171.659
112.04,-171.623
112.06,-171.587
112.08,-171.551
112.1,-171.514
112.12,-171.478
112.14,-171.442
112.16,-171.406
112.18,-171.37
112.2,-171.334
112.22,-171.298
112.24,-171.262
112.26,-171.226
112.28,-171.19
112.3,-171.154
112.32,-171.118
112.34,-171.082
112.36,-171.046
112.38,-171.01
112.4,-170.974
112.42,-170.939
112.44,-170.903
112.46,-170.867
112.48,-170.831
112.5,-170.795
112.52,-170.76
112.54,-170.724
112.56,-170.688
112.58,-170.652
112.6,-170.617
112.62,-170.581
112.64,-170.545
112.66,-170.51
112.68,-170.474
112.7,-170.439
112.72,-170.403
112.74,-170.367
112.76,-170.332
112.78,-170.296
112.8,-170.261
112.82,-170.225
112.84,-170.19
112.86,-170.154
112.88,-170.119
112.9,-170.083
112.92,-170.048
112.94,-170.013
112.96,-169.977
112.98,-169.942
113,-169.907
113.02,-169.871
113.04,-169.836
113.06,-169.801
113.08,-169.765
113.1,-169.73
113.12,-169.695
113.14,-169.66
113.16,-169.624
113.18,-169.589
113.2,-169.554
113.22,-169.519
113.24,-169.484
113.26,-169.449
113.28,-169.414
113.3,-169.379
113.32,-169.343
113.34,-169.308
113.36,-169.273
113.38,-169.238
113.4,-169.203
113.42,-169.168
113.44,-169.133
113.46,-169.099
113.48,-169.064
113.5,-169.029
113.52,-168.994
113.54,-168.959
113.56,-168.924
113.58,-168.889
113.6,-168.854
113.62,-168.82
113.64,-168.785
113.66,-168.75
113.68,-168.715
113.7,-168.68
113.72,-168.646
113.74,-168.611
113.76,-168.576
113.78,-168.542
113.8,-168.507
113.82,-168.472
113.84,-168.438
113.86,-168.403
113.88,-168.369
113.9,-168.334
113.92,-168.299
113.94,-168.265
113.96,-168.23
113.98,-168.196
114,-168.161
114.02,-168.127
114.04,-168.093
114.06,-168.058
114.08,-168.024
114.1,-167.989
114.12,-167.955
114.14,-167.92
114.16,-167.886
114.18,-167.852
114.2,-167.817
114.22,-167.783
114.24,-167.749
114.26,-167.715
114.28,-167.68
114.3,-167.646
114.32,-167.612
114.34,-167.578
114.36,-167.544
114.38,-167.509
114.4,-167.475
114.42,-167.441
114.44,-167.407
114.46,-167.373
114.48,-167.339
114.5,-167.305
114.52,-167.271
114.54,-167.237
114.56,-167.203
114.58,-167.169
114.6,-167.135
114.62,-167.101
114.64,-167.067
114.66,-167.033
114.68,-166.999
114.7,-166.965
114.72,-166.931
114.74,-166.897
114.76,-166.863
114.78,-166.829
114.8,-166.796
114.82,-166.762
114.84,-166.728
114.86,-166.694
114.88,-166.661
114.9,-166.627
114.92,-166.593
114.94,-166.559
114.96,-166.526
114.98,-166.492
115,-166.458
115.02,-166.425
115.04,-166.391
115.06,-166.357
115.08,-166.324
115.1,-166.29
115.12,-166.257
115.14,-166.223
115.16,-166.19
115.18,-166.156
115.2,-166.123
115.22,-166.089
115.24,-166.056
115.26,-166.022
115.28,-165.989
115.3,-165.955
115.32,-165.922
115.34,-165.889
115.36,-165.855
115.38,-165.822
115.4,-165.789
115.42,-165.755
115.44,-165.722
115.46,-165.689
115.48,-165.655
115.5,-165.622
115.52,-165.589
115.54,-165.556
115.56,-165.522
115.58,-165.489
115.6,-165.456
115.62,-165.423
115.64,-165.39
115.66,-165.357
115.68,-165.323
115.7,-165.29
115.72,-165.257
115.74,-165.224
115.76,-165.191
115.78,-165.158
115.8,-165.125
115.82,-165.092
115.84,-165.059
115.86,-165.026
115.88,-164.993
115.9,-164.96
115.92,-164.927
115.94,-164.894
115.96,-164.862
115.98,-164.829
116,-164.796
116.02,-164.763
116.04,-164.73
116.06,-164.697
116.08,-164.664
116.1,-164.632
116.12,-164.599
116.14,-164.566
116.16,-164.533
116.18,-164.501
116.2,-164.468
116.22,-164.435
116.24,-164.403
116.26,-164.37
116.28,-164.337
116.3,-164.305
116.32,-164.272
116.34,-164.239
116.36,-164.207
116.38,-164.174
116.4,-164.142
116.42,-164.109
116.44,-164.077
116.46,-164.044
116.48,-164.012
116.5,-163.979
116.52,-163.947
116.54,-163.914
116.56,-163.882
116.58,-163.85
116.6,-163.817
116.62,-163.785
116.64,-163.752
116.66,-163.72
116.68,-163.688
116.7,-163.655
116.72,-163.623
116.74,-163.591
116.76,-163.558
116.78,-163.526
116.8,-163.494
116.82,-163.462
116.84,-163.43
116.86,-163.397
116.88,-163.365
116.9,-163.333
116.92,-163.301
116.94,-163.269
116.96,-163.237
116.98,-163.204
117,-163.172
117.02,-163.14
117.04,-163.108
117.06,-163.076
117.08,-163.044
117.1,-163.012
117.12,-162.98
117.14,-162.948
117.16,-162.916
117.18,-162.884
117.2,-162.852
117.22,-162.82
117.24,-162.788
117.26,-162.757
117.28,-162.725
117.3,-162.693
117.32,-162.661
117.34,-162.629
117.36,-162.597
117.38,-162.565
117.4,-162.534
117.42,-162.502
117.44,-162.47
117.46,-162.438
117.48,-162.407
117.5,-162.375
117.52,-162.343
117.54,-162.312
117.56,-162.28
117.58,-162.248
117.6,-162.217
117.62,-162.185
117.64,-162.153
117.66,-162.122
117.68,-162.09
117.7,-162.059
117.72,-162.027
117.74,-161.995
117.76,-161.964
117.78,-161.932
117.8,-161.901
117.82,-161.869
117.84,-161.838
117.86,-161.806
117.88,-161.775
117.9,-161.744
117.92,-161.712
117.94,-161.681
117.96,-161.649
117.98,-161.618
118,-161.587
118.02,-161.555
118.04,-161.524
118.06,-161.493
118.08,-161.461
118.1,-161.43
118.12,-161.399
118.14,-161.368
118.16,-161.336
118.18,-161.305
118.2,-161.274
118.22,-161.243
118.24,-161.212
118.26,-161.18
118.28,-161.149
118.3,-161.118
118.32,-161.087
118.34,-161.056
118.36,-161.025
118.38,-160.994
118.4,-160.963
118.42,-160.932
118.44,-160.901
118.46,-160.87
118.48,-160.839
118.5,-160.808
118.52,-160.777
118.54,-160.746
118.56,-160.715
118.58,-160.684
118.6,-160.653
118.62,-160.622
118.64,-160.591
118.66,-160.56
118.68,-160.529
118.7,-160.499
118.72,-160.468
118.74,-160.437
118.76,-160.406
118.78,-160.375
118.8,-160.345
118.82,-160.314
118.84,-160.283
118.86,-160.252
118.88,-160.222
118.9,-160.191
118.92,-160.16
118.94,-160.129
118.96,-160.099
118.98,-160.068
119,-160.038
119.02,-160.007
119.04,-159.976
119.06,-159.946
119.08,-159.915
119.1,-159.885
119.12,-159.854
119.14,-159.823
119.16,-159.793
119.18,-159.762
119.2,-159.732
119.22,-159.701
119.24,-159.671
119.26,-159.641
119.28,-159.61
119.3,-159.58
119.32,-159.549
119.34,-159.519
119.36,-159.488
119.38,-159.458
119.4,-159.428
119.42,-159.397
119.44,-159.367
119.46,-159.337
119.48,-159.306
119.5,-159.276
119.52,-159.246
119.54,-159.216
119.56,-159.185
119.58,-159.155
119.6,-159.125
119.62,-159.095
119.64,-159.065
119.66,-159.034
119.68,-159.004
119.7,-158.974
119.72,-158.944
119.74,-158.914
119.76,-158.884
119.78,-158.854
119.8,-158.824
119.82,-158.793
119.84,-158.763
119.86,-158.733
119.88,-158.703
119.9,-158.673
119.92,-158.643
119.94,-158.613
119.96,-158.583
119.98,-158.553
120,-158.523
120.02,-158.494
120.04,-158.464
120.06,-158.434
120.08,-158.404
120.1,-158.374
120.12,-158.344
120.14,-158.314
120.16,-158.284
120.18,-158.255
120.2,-158.225
120.22,-158.195
120.24,-158.165
120.26,-158.135
120.28,-158.106
120.3,-158.076
120.32,-158.046
120.34,-158.016
120.36,-157.987
120.38,-157.957
120.4,-157.927
120.42,-157.898
120.44,-157.868
120.46,-157.838
120.48,-157.809
120.5,-157.779
120.52,-157.75
120.54,-157.72
120.56,-157.69
120.58,-157.661
120.6,-157.631
120.62,-157.602
120.64,-157.572
120.66,-157.543
120.68,-157.513
120.7,-157.484
120.72,-157.454
120.74,-157.425
120.76,-157.396
120.78,-157.366
120.8,-157.337
120.82,-157.307
120.84,-157.278
120.86,-157.249
120.88,-157.219
120.9,-157.19
120.92,-157.16
120.94,-157.131
120.96,-157.102
120.98,-157.073
121,-157.043
121.02,-157.014
121.04,-156.985
121.06,-156.956
121.08,-156.926
121.1,-156.897
121.12,-156.868
121.14,-156.839
121.16,-156.81
121.18,-156.78
121.2,-156.751
121.22,-156.722
121.24,-156.693
121.26,-156.664
121.28,-156.635
121.3,-156.606
121.32,-156.577
121.34,-156.548
121.36,-156.519
121.38,-156.489
121.4,-156.46
121.42,-156.431
121.44,-156.402
121.46,-156.373
121.48,-156.345
121.5,-156.316
121.52,-156.287
121.54,-156.258
121.56,-156.229
121.58,-156.2
121.6,-156.171
121.62,-156.142
121.64,-156.113
121.66,-156.084
121.68,-156.056
121.7,-156.027
121.72,-155.998
121.74,-155.969
121.76,-155.94
121.78,-155.912
121.8,-155.883
121.82,-155.854
121.84,-155.825
121.86,-155.797
121.88,-155.768
121.9,-155.739
121.92,-155.71
121.94,-155.682
121.96,-155.653
121.98,-155.624
122,-155.596
122.02,-155.567
122.04,-155.539
122.06,-155.51
122.08,-155.481
122.1,-155.453
122.12,-155.424
122.14,-155.396
122.16,-155.367
122.18,-155.339
122.2,-155.31
122.22,-155.282
122.24,-155.253
122.26,-155.225
122.28,-155.196
122.3,-155.168
122.32,-155.139
122.34,-155.111
122.36,-155.083
122.38,-155.054
122.4,-155.026
122.42,-154.997
122.44,-154.969
122.46,-154.941
122.48,-154.912
122.5,-154.884
122.52,-154.856
122.54,-154.827
122.56,-154.799
122.58,-154.771
122.6,-154.743
122.62,-154.714
122.64,-154.686
122.66,-154.658
122.68,-154.63
122.7,-154.601
122.72,-154.573
122.74,-154.545
122.76,-154.517
122.78,-154.489
122.8,-154.461
122.82,-154.433
122.84,-154.404
122.86,-154.376
122.88,-154.348
122.9,-154.32
122.92,-154.292
122.94,-154.264
122.96,-154.236
122.98,-154.208
123,-154.18
123.02,-154.152
123.04,-154.124
123.06,-154.096
123.08,-154.068
123.1,-154.04
123.12,-154.012
123.14,-153.984
123.16,-153.956
123.18,-153.928
123.2,-153.9
123.22,-153.873
123.24,-153.845
123.26,-153.817
123.28,-153.789
123.3,-153.761
123.32,-153.733
123.34,-153.706
123.36,-153.678
123.38,-153.65
123.4,-153.622
123.42,-153.594
123.44,-153.567
123.46,-153.539
123.48,-153.511
123.5,-153.484
123.52,-153.456
123.54,-153.428
123.56,-153.4
123.58,-153.373
123.6,-153.345
123.62,-153.317
123.64,-153.29
123.66,-153.262
123.68,-153.235
123.7,-153.207
123.72,-153.179
123.74,-153.152
123.76,-153.124
123.78,-153.097
