t,v(t)
30.12,-264.215
30.14,-264.35
30.16,-264.485
30.18,-264.619
30.2,-264.754
30.22,-264.889
30.24,-265.024
30.26,-265.158
30.28,-265.292
30.3,-265.427
30.32,-265.561
30.34,-265.695
30.36,-265.829
30.38,-265.963
30.4,-266.097
30.42,-266.231
30.44,-266.364
30.46,-266.498
30.48,-266.632
30.5,-266.765
30.52,-266.898
30.54,-267.032
30.56,-267.165
30.58,-267.298
30.6,-267.431
30.62,-267.564
30.64,-267.696
30.66,-267.829
30.68,-267.962
30.7,-268.094
30.72,-268.226
30.74,-268.359
30.76,-268.491
30.78,-268.623
30.8,-268.755
30.82,-268.887
30.84,-269.019
30.86,-269.151
30.88,-269.282
30.9,-269.414
30.92,-269.545
30.94,-269.677
30.96,-269.808
30.98,-269.939
31,-270.07
31.02,-270.201
31.04,-270.332
31.06,-270.463
31.08,-270.594
31.1,-270.724
31.12,-270.855
31.14,-270.985
31.16,-271.115
31.18,-271.246
31.2,-271.376
31.22,-271.506
31.24,-271.636
31.26,-271.766
31.28,-271.895
31.3,-272.025
31.32,-272.155
31.34,-272.284
31.36,-272.413
31.38,-272.543
31.4,-272.672
31.42,-272.801
31.44,-272.93
31.46,-273.059
31.48,-273.188
31.5,-273.316
31.52,-273.445
31.54,-273.573
31.56,-273.702
31.58,-273.83
31.6,-273.958
31.62,-274.087
31.64,-274.215
31.66,-274.342
31.68,-274.47
31.7,-274.598
31.72,-274.726
31.74,-274.853
31.76,-274.981
31.78,-275.108
31.8,-275.235
31.82,-275.362
31.84,-275.489
31.86,-275.616
31.88,-275.743
31.9,-275.87
31.92,-275.997
31.94,-276.123
31.96,-276.25
31.98,-276.376
32,-276.502
32.02,-276.628
32.04,-276.755
32.06,-276.881
32.08,-277.006
32.1,-277.132
32.12,-277.258
32.14,-277.383
32.16,-277.509
32.18,-277.634
32.2,-277.76
32.22,-277.885
32.24,-278.01
32.26,-278.135
32.28,-278.26
32.3,-278.384
32.32,-278.509
32.34,-278.634
32.36,-278.758
32.38,-278.883
32.4,-279.007
32.42,-279.131
32.44,-279.255
32.46,-279.379
32.48,-279.503
32.5,-279.627
32.52,-279.75
32.54,-279.874
32.56,-279.997
32.58,-280.121
32.6,-280.244
32.62,-280.367
32.64,-280.49
32.66,-280.613
32.68,-280.736
32.7,-280.859
32.72,-280.982
32.74,-281.104
32.76,-281.227
32.78,-281.349
32.8,-281.471
32.82,-281.593
32.84,-281.715
32.86,-281.837
32.88,-281.959
32.9,-282.081
32.92,-282.203
32.94,-282.324
32.96,-282.446
32.98,-282.567
33,-282.688
33.02,-282.809
33.04,-282.93
33.06,-283.051
33.08,-283.172
33.1,-283.293
33.12,-283.413
33.14,-283.534
33.16,-283.654
33.18,-283.775
33.2,-283.895
33.22,-284.015
33.24,-284.135
33.26,-284.255
33.28,-284.375
33.3,-284.494
33.32,-284.614
33.34,-284.733
33.36,-284.853
33.38,-284.972
33.4,-285.091
33.42,-285.21
33.44,-285.329
33.46,-285.448
33.48,-285.567
33.5,-285.685
33.52,-285.804
33.54,-285.922
33.56,-286.041
33.58,-286.159
33.6,-286.277
33.62,-286.395
33.64,-286.513
33.66,-286.631
33.68,-286.749
33.7,-286.866
33.72,-286.984
33.74,-287.101
33.76,-287.218
33.78,-287.335
33.8,-287.452
33.82,-287.569
33.84,-287.686
33.86,-287.803
33.88,-287.92
33.9,-288.036
33.92,-288.153
33.94,-288.269
33.96,-288.385
33.98,-288.501
34,-288.617
34.02,-288.733
34.04,-288.849
34.06,-288.965
34.08,-289.08
34.1,-289.196
34.12,-289.311
34.14,-289.426
34.16,-289.541
34.18,-289.656
34.2,-289.771
34.22,-289.886
34.24,-290.001
34.26,-290.115
34.28,-290.23
34.3,-290.344
34.32,-290.458
34.34,-290.573
34.36,-290.687
34.38,-290.801
34.4,-290.914
34.42,-291.028
34.44,-291.142
34.46,-291.255
34.48,-291.369
34.5,-291.482
34.52,-291.595
34.54,-291.708
34.56,-291.821
34.58,-291.934
34.6,-292.047
34.62,-292.159
34.64,-292.272
34.66,-292.384
34.68,-292.497
34.7,-292.609
34.72,-292.721
34.74,-292.833
34.76,-292.945
34.78,-293.057
34.8,-293.168
34.82,-293.28
34.84,-293.391
34.86,-293.503
34.88,-293.614
34.9,-293.725
34.92,-293.836
34.94,-293.947
34.96,-294.057
34.98,-294.168
35,-294.279
35.02,-294.389
35.04,-294.499
35.06,-294.61
35.08,-294.72
35.1,-294.83
35.12,-294.94
35.14,-295.049
35.16,-295.159
35.18,-295.269
35.2,-295.378
35.22,-295.487
35.24,-295.596
35.26,-295.706
35.28,-295.815
35.3,-295.923
35.32,-296.032
35.34,-296.141
35.36,-296.249
35.38,-296.358
35.4,-296.466
35.42,-296.574
35.44,-296.682
35.46,-296.79
35.48,-296.898
35.5,-297.006
35.52,-297.114
35.54,-297.221
35.56,-297.328
35.58,-297.436
35.6,-297.543
35.62,-297.65
35.64,-297.757
35.66,-297.864
35.68,-297.97
35.7,-298.077
35.72,-298.184
35.74,-298.29
35.76,-298.396
35.78,-298.502
35.8,-298.608
35.82,-298.714
35.84,-298.82
35.86,-298.926
35.88,-299.031
35.9,-299.137
35.92,-299.242
35.94,-299.347
35.96,-299.453
35.98,-299.558
36,-299.662
36.02,-299.767
36.04,-299.872
36.06,-299.976
36.08,-300.081
36.1,-300.185
36.12,-300.289
36.14,-300.393
36.16,-300.497
36.18,-300.601
36.2,-300.705
36.22,-300.809
36.24,-300.912
36.26,-301.015
36.28,-301.119
36.3,-301.222
36.32,-301.325
36.34,-301.428
36.36,-301.531
36.38,-301.633
36.4,-301.736
36.42,-301.838
36.44,-301.941
36.46,-302.043
36.48,-302.145
36.5,-302.247
36.52,-302.349
36.54,-302.451
36.56,-302.552
36.58,-302.654
36.6,-302.755
36.62,-302.856
36.64,-302.958
36.66,-303.059
36.68,-303.16
36.7,-303.26
36.72,-303.361
36.74,-303.462
36.76,-303.562
36.78,-303.663
36.8,-303.763
36.82,-303.863
36.84,-303.963
36.86,-304.063
36.88,-304.162
36.9,-304.262
36.92,-304.362
36.94,-304.461
36.96,-304.56
36.98,-304.659
37,-304.758
37.02,-304.857
37.04,-304.956
37.06,-305.055
37.08,-305.153
37.1,-305.252
37.12,-305.35
37.14,-305.448
37.16,-305.547
37.18,-305.644
37.2,-305.742
37.22,-305.84
37.24,-305.938
37.26,-306.035
37.28,-306.133
37.3,-306.23
37.32,-306.327
37.34,-306.424
37.36,-306.521
37.38,-306.618
37.4,-306.714
37.42,-306.811
37.44,-306.907
37.46,-307.003
37.48,-307.1
37.5,-307.196
37.52,-307.292
37.54,-307.387
37.56,-307.483
37.58,-307.579
37.6,-307.674
37.62,-307.769
37.64,-307.865
37.66,-307.96
37.68,-308.055
37.7,-308.149
37.72,-308.244
37.74,-308.339
37.76,-308.433
37.78,-308.528
37.8,-308.622
37.82,-308.716
37.84,-308.81
37.86,-308.904
37.88,-308.997
37.9,-309.091
37.92,-309.185
37.94,-309.278
37.96,-309.371
37.98,-309.464
38,-309.557
38.02,-309.65
38.04,-309.743
38.06,-309.836
38.08,-309.928
38.1,-310.02
38.12,-310.113
38.14,-310.205
38.16,-310.297
38.18,-310.389
38.2,-310.481
38.22,-310.572
38.24,-310.664
38.26,-310.755
38.28,-310.846
38.3,-310.938
38.32,-311.029
38.34,-311.12
38.36,-311.21
38.38,-311.301
38.4,-311.391
38.42,-311.482
38.44,-311.572
38.46,-311.662
38.48,-311.752
38.5,-311.842
38.52,-311.932
38.54,-312.022
38.56,-312.111
38.58,-312.201
38.6,-312.29
38.62,-312.379
38.64,-312.468
38.66,-312.557
38.68,-312.646
38.7,-312.735
38.72,-312.823
38.74,-312.912
38.76,-313
38.78,-313.088
38.8,-313.176
38.82,-313.264
38.84,-313.352
38.86,-313.44
38.88,-313.527
38.9,-313.614
38.92,-313.702
38.94,-313.789
38.96,-313.876
38.98,-313.963
39,-314.05
39.02,-314.136
39.04,-314.223
39.06,-314.309
39.08,-314.396
39.1,-314.482
39.12,-314.568
39.14,-314.654
39.16,-314.739
39.18,-314.825
39.2,-314.911
39.22,-314.996
39.24,-315.081
39.26,-315.166
39.28,-315.251
39.3,-315.336
39.32,-315.421
39.34,-315.506
39.36,-315.59
39.38,-315.675
39.4,-315.759
39.42,-315.843
39.44,-315.927
39.46,-316.011
39.48,-316.095
39.5,-316.178
39.52,-316.262
39.54,-316.345
39.56,-316.428
39.58,-316.512
39.6,-316.595
39.62,-316.677
39.64,-316.76
39.66,-316.843
39.68,-316.925
39.7,-317.008
39.72,-317.09
39.74,-317.172
39.76,-317.254
39.78,-317.336
39.8,-317.417
39.82,-317.499
39.84,-317.58
39.86,-317.662
39.88,-317.743
39.9,-317.824
39.92,-317.905
39.94,-317.986
39.96,-318.066
39.98,-318.147
40,-318.227
40.02,-318.308
40.04,-318.388
40.06,-318.468
40.08,-318.548
40.1,-318.627
40.12,-318.707
40.14,-318.787
40.16,-318.866
40.18,-318.945
40.2,-319.024
40.22,-319.103
40.24,-319.182
40.26,-319.261
40.28,-319.339
40.3,-319.418
40.32,-319.496
40.34,-319.574
40.36,-319.653
40.38,-319.73
40.4,-319.808
40.42,-319.886
40.44,-319.964
40.46,-320.041
40.48,-320.118
40.5,-320.195
40.52,-320.272
40.54,-320.349
40.56,-320.426
40.58,-320.503
40.6,-320.579
40.62,-320.656
40.64,-320.732
40.66,-320.808
40.68,-320.884
40.7,-320.96
40.72,-321.036
40.74,-321.111
40.76,-321.187
40.78,-321.262
40.8,-321.337
40.82,-321.412
40.84,-321.487
40.86,-321.562
40.88,-321.637
40.9,-321.711
40.92,-321.786
40.94,-321.86
40.96,-321.934
40.98,-322.008
41,-322.082
41.02,-322.156
41.04,-322.229
41.06,-322.303
41.08,-322.376
41.1,-322.45
41.12,-322.523
41.14,-322.596
41.16,-322.668
41.18,-322.741
41.2,-322.814
41.22,-322.886
41.24,-322.958
41.26,-323.031
41.28,-323.103
41.3,-323.175
41.32,-323.246
41.34,-323.318
41.36,-323.389
41.38,-323.461
41.4,-323.532
41.42,-323.603
41.44,-323.674
41.46,-323.745
41.48,-323.816
41.5,-323.886
41.52,-323.957
41.54,-324.027
41.56,-324.097
41.58,-324.167
41.6,-324.237
41.62,-324.307
41.64,-324.377
41.66,-324.446
41.68,-324.516
41.7,-324.585
41.72,-324.654
41.74,-324.723
41.76,-324.792
41.78,-324.86
41.8,-324.929
41.82,-324.997
41.84,-325.066
41.86,-325.134
41.88,-325.202
41.9,-325.27
41.92,-325.338
41.94,-325.405
41.96,-325.473
41.98,-325.54
42,-325.607
42.02,-325.674
42.04,-325.741
42.06,-325.808
42.08,-325.875
42.1,-325.941
42.12,-326.008
42.14,-326.074
42.16,-326.14
42.18,-326.206
42.2,-326.272
42.22,-326.338
42.24,-326.404
42.26,-326.469
42.28,-326.534
42.3,-326.6
42.32,-326.665
42.34,-326.73
42.36,-326.794
42.38,-326.859
42.4,-326.924
42.42,-326.988
42.44,-327.052
42.46,-327.116
42.48,-327.18
42.5,-327.244
42.52,-327.308
42.54,-327.372
42.56,-327.435
42.58,-327.498
42.6,-327.562
42.62,-327.625
42.64,-327.688
42.66,-327.75
42.68,-327.813
42.7,-327.875
42.72,-327.938
42.74,-328
42.76,-328.062
42.78,-328.124
42.8,-328.186
42.82,-328.248
42.84,-328.309
42.86,-328.371
42.88,-328.432
42.9,-328.493
42.92,-328.554
42.94,-328.615
42.96,-328.676
42.98,-328.736
43,-328.797
43.02,-328.857
43.04,-328.917
43.06,-328.977
43.08,-329.037
43.1,-329.097
43.12,-329.157
43.14,-329.216
43.16,-329.276
43.18,-329.335
43.2,-329.394
43.22,-329.453
43.24,-329.512
43.26,-329.57
43.28,-329.629
43.3,-329.687
43.32,-329.746
43.34,-329.804
43.36,-329.862
43.38,-329.92
43.4,-329.977
43.42,-330.035
43.44,-330.092
43.46,-330.15
43.48,-330.207
43.5,-330.264
43.52,-330.321
43.54,-330.378
43.56,-330.434
43.58,-330.491
43.6,-330.547
43.62,-330.603
43.64,-330.659
43.66,-330.715
43.68,-330.771
43.7,-330.827
43.72,-330.882
43.74,-330.938
43.76,-330.993
43.78,-331.048
43.8,-331.103
43.82,-331.158
43.84,-331.213
43.86,-331.267
43.88,-331.322
43.9,-331.376
43.92,-331.43
43.94,-331.484
43.96,-331.538
43.98,-331.592
44,-331.645
44.02,-331.699
44.04,-331.752
44.06,-331.805
44.08,-331.858
44.1,-331.911
44.12,-331.964
44.14,-332.017
44.16,-332.069
44.18,-332.122
44.2,-332.174
44.22,-332.226
44.24,-332.278
44.26,-332.33
44.28,-332.381
44.3,-332.433
44.32,-332.484
44.34,-332.535
44.36,-332.587
44.38,-332.638
44.4,-332.688
44.42,-332.739
44.44,-332.79
44.46,-332.84
44.48,-332.89
44.5,-332.94
44.52,-332.99
44.54,-333.04
44.56,-333.09
44.58,-333.14
44.6,-333.189
44.62,-333.238
44.64,-333.288
44.66,-333.337
44.68,-333.386
44.7,-333.434
44.72,-333.483
44.74,-333.531
44.76,-333.58
44.78,-333.628
44.8,-333.676
44.82,-333.724
44.84,-333.772
44.86,-333.819
44.88,-333.867
44.9,-333.914
44.92,-333.961
44.94,-334.009
44.96,-334.056
44.98,-334.102
45,-334.149
45.02,-334.196
45.04,-334.242
45.06,-334.288
45.08,-334.334
45.1,-334.38
45.12,-334.426
45.14,-334.472
45.16,-334.517
45.18,-334.563
45.2,-334.608
45.22,-334.653
45.24,-334.698
45.26,-334.743
45.28,-334.788
45.3,-334.832
45.32,-334.877
45.34,-334.921
45.36,-334.965
45.38,-335.009
45.4,-335.053
45.42,-335.097
45.44,-335.141
45.46,-335.184
45.48,-335.227
45.5,-335.271
45.52,-335.314
45.54,-335.357
45.56,-335.399
45.58,-335.442
45.6,-335.484
45.62,-335.527
45.64,-335.569
45.66,-335.611
45.68,-335.653
45.7,-335.695
45.72,-335.737
45.74,-335.778
45.76,-335.819
45.78,-335.861
45.8,-335.902
45.82,-335.943
45.84,-335.984
45.86,-336.024
45.88,-336.065
45.9,-336.105
45.92,-336.145
45.94,-336.186
45.96,-336.225
45.98,-336.265
46,-336.305
46.02,-336.345
46.04,-336.384
46.06,-336.423
46.08,-336.462
46.1,-336.501
46.12,-336.54
46.14,-336.579
46.16,-336.618
46.18,-336.656
46.2,-336.694
46.22,-336.733
46.24,-336.771
46.26,-336.808
46.28,-336.846
46.3,-336.884
46.32,-336.921
46.34,-336.959
46.36,-336.996
46.38,-337.033
46.4,-337.07
46.42,-337.106
46.44,-337.143
46.46,-337.18
46.48,-337.216
46.5,-337.252
46.52,-337.288
46.54,-337.324
46.56,-337.36
46.58,-337.396
46.6,-337.431
46.62,-337.466
46.64,-337.502
46.66,-337.537
46.68,-337.572
46.7,-337.606
46.72,-337.641
46.74,-337.676
46.76,-337.71
46.78,-337.744
46.8,-337.778
46.82,-337.812
46.84,-337.846
46.86,-337.88
46.88,-337.913
46.9,-337.947
46.92,-337.98
46.94,-338.013
46.96,-338.046
46.98,-338.079
47,-338.112
47.02,-338.144
47.04,-338.177
47.06,-338.209
47.08,-338.241
47.1,-338.273
47.12,-338.305
47.14,-338.337
47.16,-338.368
47.18,-338.4
47.2,-338.431
47.22,-338.462
47.24,-338.493
47.26,-338.524
47.28,-338.555
47.3,-338.586
47.32,-338.616
47.34,-338.646
47.36,-338.677
47.38,-338.707
47.4,-338.737
47.42,-338.766
47.44,-338.796
47.46,-338.826
47.48,-338.855
47.5,-338.884
47.52,-338.913
47.54,-338.942
47.56,-338.971
47.58,-339
47.6,-339.028
47.62,-339.057
47.64,-339.085
47.66,-339.113
47.68,-339.141
47.7,-339.169
47.72,-339.196
47.74,-339.224
47.76,-339.251
47.78,-339.279
47.8,-339.306
47.82,-339.333
47.84,-339.359
47.86,-339.386
47.88,-339.413
47.9,-339.439
47.92,-339.465
47.94,-339.492
47.96,-339.518
47.98,-339.543
48,-339.569
48.02,-339.595
48.04,-339.62
48.06,-339.646
48.08,-339.671
48.1,-339.696
48.12,-339.721
48.14,-339.745
48.16,-339.77
48.18,-339.794
48.2,-339.819
48.22,-339.843
48.24,-339.867
48.26,-339.891
48.28,-339.915
48.3,-339.938
48.32,-339.962
48.34,-339.985
48.36,-340.008
48.38,-340.032
48.4,-340.055
48.42,-340.077
48.44,-340.1
48.46,-340.123
48.48,-340.145
48.5,-340.167
48.52,-340.189
48.54,-340.211
48.56,-340.233
48.58,-340.255
48.6,-340.276
48.62,-340.298
48.64,-340.319
48.66,-340.34
48.68,-340.361
48.7,-340.382
48.72,-340.403
48.74,-340.423
48.76,-340.444
48.78,-340.464
48.8,-340.484
48.82,-340.504
48.84,-340.524
48.86,-340.544
48.88,-340.564
48.9,-340.583
48.92,-340.602
48.94,-340.622
48.96,-340.641
48.98,-340.66
49,-340.678
49.02,-340.697
49.04,-340.715
49.06,-340.734
49.08,-340.752
49.1,-340.77
49.12,-340.788
49.14,-340.806
49.16,-340.824
49.18,-340.841
49.2,-340.859
49.22,-340.876
49.24,-340.893
49.26,-340.91
49.28,-340.927
49.3,-340.944
49.32,-340.96
49.34,-340.977
49.36,-340.993
49.38,-341.009
49.4,-341.025
49.42,-341.041
49.44,-341.057
49.46,-341.072
49.48,-341.088
49.5,-341.103
49.52,-341.118
49.54,-341.133
49.56,-341.148
49.58,-341.163
49.6,-341.178
49.62,-341.192
49.64,-341.207
49.66,-341.221
49.68,-341.235
49.7,-341.249
49.72,-341.263
49.74,-341.276
49.76,-341.29
49.78,-341.303
49.8,-341.317
49.82,-341.33
49.84,-341.343
49.86,-341.356
49.88,-341.368
49.9,-341.381
49.92,-341.393
49.94,-341.406
49.96,-341.418
49.98,-341.43
50,-341.442
50.02,-341.454
50.04,-341.465
50.06,-341.477
50.08,-341.488
50.1,-341.499
50.12,-341.51
50.14,-341.521
50.16,-341.532
50.18,-341.543
50.2,-341.553
50.22,-341.564
50.24,-341.574
50.26,-341.584
50.28,-341.594
50.3,-341.604
50.32,-341.614
50.34,-341.623
50.36,-341.633
50.38,-341.642
50.4,-341.651
50.42,-341.66
50.44,-341.669
50.46,-341.678
50.48,-341.687
50.5,-341.695
50.52,-341.704
50.54,-341.712
50.56,-341.72
50.58,-341.728
50.6,-341.736
50.62,-341.743
50.64,-341.751
50.66,-341.758
50.68,-341.766
50.7,-341.773
50.72,-341.78
50.74,-341.787
50.76,-341.794
50.78,-341.8
50.8,-341.807
50.82,-341.813
50.84,-341.819
50.86,-341.825
50.88,-341.831
50.9,-341.837
50.92,-341.843
50.94,-341.848
50.96,-341.854
50.98,-341.859
51,-341.864
51.02,-341.869
51.04,-341.874
51.06,-341.878
51.08,-341.883
51.1,-341.888
51.12,-341.892
51.14,-341.896
51.16,-341.9
51.18,-341.904
51.2,-341.908
51.22,-341.911
51.24,-341.915
51.26,-341.918
51.28,-341.922
51.3,-341.925
51.32,-341.928
51.34,-341.931
51.36,-341.933
51.38,-341.936
51.4,-341.938
51.42,-341.941
51.44,-341.943
51.46,-341.945
51.48,-341.947
51.5,-341.949
51.52,-341.95
51.54,-341.952
51.56,-341.953
51.58,-341.954
51.6,-341.955
51.62,-341.956
51.64,-341.957
51.66,-341.958
51.68,-341.959
51.7,-341.959
51.72,-341.959
51.74,-341.96
51.76,-341.96
51.78,-341.96
51.8,-341.959
51.82,-341.959
51.84,-341.959
51.86,-341.958
51.88,-341.957
51.9,-341.956
51.92,-341.955
51.94,-341.954
51.96,-341.953
51.98,-341.952
52,-341.95
52.02,-341.948
52.04,-341.947
52.06,-341.945
52.08,-341.943
52.1,-341.94
52.12,-341.938
52.14,-341.936
52.16,-341.933
52.18,-341.93
52.2,-341.928
52.22,-341.925
52.24,-341.921
52.26,-341.918
52.28,-341.915
52.3,-341.911
52.32,-341.908
52.34,-341.904
52.36,-341.9
52.38,-341.896
52.4,-341.892
52.42,-341.888
52.44,-341.883
52.46,-341.879
52.48,-341.874
52.5,-341.869
52.52,-341.864
52.54,-341.859
52.56,-341.854
52.58,-341.849
52.6,-341.843
52.62,-341.838
52.64,-341.832
52.66,-341.826
52.68,-341.82
52.7,-341.814
52.72,-341.808
52.74,-341.802
52.76,-341.795
52.78,-341.788
52.8,-341.782
52.82,-341.775
52.84,-341.768
52.86,-341.761
52.88,-341.753
52.9,-341.746
52.92,-341.739
52.94,-341.731
52.96,-341.723
52.98,-341.715
53,-341.707
53.02,-341.699
53.04,-341.691
53.06,-341.682
53.08,-341.674
53.1,-341.665
53.12,-341.656
53.14,-341.647
53.16,-341.638
53.18,-341.629
53.2,-341.62
53.22,-341.61
53.24,-341.601
53.26,-341.591
53.28,-341.581
53.3,-341.571
53.32,-341.561
53.34,-341.551
53.36,-341.541
53.38,-341.53
53.4,-341.52
53.42,-341.509
53.44,-341.498
53.46,-341.487
53.48,-341.476
53.5,-341.465
53.52,-341.454
53.54,-341.442
53.56,-341.431
53.58,-341.419
53.6,-341.407
53.62,-341.395
53.64,-341.383
53.66,-341.371
53.68,-341.358
53.7,-341.346
53.72,-341.333
53.74,-341.321
53.76,-341.308
53.78,-341.295
53.8,-341.282
53.82,-341.269
53.84,-341.255
53.86,-341.242
53.88,-341.228
53.9,-341.214
53.92,-341.201
53.94,-341.187
53.96,-341.173
53.98,-341.158
54,-341.144
54.02,-341.129
54.04,-341.115
54.06,-341.1
54.08,-341.085
54.1,-341.07
54.12,-341.055
54.14,-341.04
54.16,-341.025
54.18,-341.009
54.2,-340.994
54.22,-340.978
54.24,-340.962
54.26,-340.946
54.28,-340.93
54.3,-340.914
54.32,-340.898
54.34,-340.881
54.36,-340.865
54.38,-340.848
54.4,-340.831
54.42,-340.814
54.44,-340.797
54.46,-340.78
54.48,-340.763
54.5,-340.745
54.52,-340.728
54.54,-340.71
54.56,-340.692
54.58,-340.674
54.6,-340.656
54.62,-340.638
54.64,-340.62
54.66,-340.601
54.68,-340.583
54.7,-340.564
54.72,-340.545
54.74,-340.527
54.76,-340.508
54.78,-340.488
54.8,-340.469
54.82,-340.45
54.84,-340.43
54.86,-340.411
54.88,-340.391
54.9,-340.371
54.92,-340.351
54.94,-340.331
54.96,-340.311
54.98,-340.29
55,-340.27
55.02,-340.249
55.04,-340.229
55.06,-340.208
55.08,-340.187
55.1,-340.166
55.12,-340.145
55.14,-340.123
55.16,-340.102
55.18,-340.081
55.2,-340.059
55.22,-340.037
55.24,-340.015
55.26,-339.993
55.28,-339.971
55.3,-339.949
55.32,-339.927
55.34,-339.904
55.36,-339.881
55.38,-339.859
55.4,-339.836
55.42,-339.813
55.44,-339.79
55.46,-339.767
55.48,-339.743
55.5,-339.72
55.52,-339.696
55.54,-339.673
55.56,-339.649
55.58,-339.625
55.6,-339.601
55.62,-339.577
55.64,-339.553
55.66,-339.528
55.68,-339.504
55.7,-339.479
55.72,-339.455
55.74,-339.43
55.76,-339.405
55.78,-339.38
55.8,-339.355
55.82,-339.329
55.84,-339.304
55.86,-339.278
55.88,-339.253
55.9,-339.227
55.92,-339.201
55.94,-339.175
55.96,-339.149
55.98,-339.123
56,-339.097
56.02,-339.07
56.04,-339.044
56.06,-339.017
56.08,-338.99
56.1,-338.963
56.12,-338.936
56.14,-338.909
56.16,-338.882
56.18,-338.854
56.2,-338.827
56.22,-338.799
56.24,-338.772
56.26,-338.744
56.28,-338.716
56.3,-338.688
56.32,-338.66
56.34,-338.631
56.36,-338.603
56.38,-338.575
56.4,-338.546
56.42,-338.517
56.44,-338.488
56.46,-338.459
56.48,-338.43
56.5,-338.401
56.52,-338.372
56.54,-338.343
56.56,-338.313
56.58,-338.283
56.6,-338.254
56.62,-338.224
56.64,-338.194
56.66,-338.164
56.68,-338.134
56.7,-338.103
56.72,-338.073
56.74,-338.042
56.76,-338.012
56.78,-337.981
56.8,-337.95
56.82,-337.919
56.84,-337.888
56.86,-337.857
56.88,-337.826
56.9,-337.794
56.92,-337.763
56.94,-337.731
56.96,-337.7
56.98,-337.668
57,-337.636
57.02,-337.604
57.04,-337.572
57.06,-337.539
57.08,-337.507
57.1,-337.474
57.12,-337.442
57.14,-337.409
57.16,-337.376
57.18,-337.343
57.2,-337.31
57.22,-337.277
57.24,-337.244
57.26,-337.211
57.28,-337.177
57.3,-337.144
57.32,-337.11
57.34,-337.076
57.36,-337.042
57.38,-337.008
57.4,-336.974
57.42,-336.94
57.44,-336.905
57.46,-336.871
57.48,-336.837
57.5,-336.802
57.52,-336.767
57.54,-336.732
57.56,-336.697
57.58,-336.662
57.6,-336.627
57.62,-336.592
57.64,-336.556
57.66,-336.521
57.68,-336.485
57.7,-336.45
57.72,-336.414
57.74,-336.378
57.76,-336.342
57.78,-336.306
57.8,-336.269
57.82,-336.233
57.84,-336.197
57.86,-336.16
57.88,-336.123
57.9,-336.087
57.92,-336.05
57.94,-336.013
57.96,-335.976
57.98,-335.939
58,-335.901
58.02,-335.864
58.04,-335.826
58.06,-335.789
58.08,-335.751
58.1,-335.713
58.12,-335.675
58.14,-335.637
58.16,-335.599
58.18,-335.561
58.2,-335.523
58.22,-335.484
58.24,-335.446
58.26,-335.407
58.28,-335.368
58.3,-335.33
58.32,-335.291
58.34,-335.252
58.36,-335.213
58.38,-335.173
58.4,-335.134
58.42,-335.095
58.44,-335.055
58.46,-335.015
58.48,-334.976
58.5,-334.936
58.52,-334.896
58.54,-334.856
58.56,-334.816
58.58,-334.775
58.6,-334.735
58.62,-334.695
58.64,-334.654
58.66,-334.613
58.68,-334.573
58.7,-334.532
58.72,-334.491
58.74,-334.45
58.76,-334.409
58.78,-334.367
58.8,-334.326
58.82,-334.285
58.84,-334.243
58.86,-334.202
58.88,-334.16
58.9,-334.118
58.92,-334.076
58.94,-334.034
58.96,-333.992
58.98,-333.95
59,-333.907
59.02,-333.865
59.04,-333.822
59.06,-333.78
59.08,-333.737
59.1,-333.694
59.12,-333.651
59.14,-333.608
59.16,-333.565
59.18,-333.522
59.2,-333.479
59.22,-333.435
59.24,-333.392
59.26,-333.348
59.28,-333.305
59.3,-333.261
59.32,-333.217
59.34,-333.173
59.36,-333.129
59.38,-333.085
59.4,-333.04
59.42,-332.996
59.44,-332.952
59.46,-332.907
59.48,-332.863
59.5,-332.818
59.52,-332.773
59.54,-332.728
59.56,-332.683
59.58,-332.638
59.6,-332.593
59.62,-332.547
59.64,-332.502
59.66,-332.457
59.68,-332.411
59.7,-332.365
59.72,-332.32
59.74,-332.274
59.76,-332.228
59.78,-332.182
59.8,-332.136
59.82,-332.089
59.84,-332.043
59.86,-331.997
59.88,-331.95
59.9,-331.904
59.92,-331.857
59.94,-331.81
59.96,-331.763
59.98,-331.716
60,-331.669
60.02,-331.622
60.04,-331.575
60.06,-331.527
60.08,-331.48
60.1,-331.433
60.12,-331.385
60.14,-331.337
60.16,-331.289
60.18,-331.242
60.2,-331.194
60.22,-331.146
60.24,-331.097
60.26,-331.049
60.28,-331.001
60.3,-330.953
60.32,-330.904
60.34,-330.855
60.36,-330.807
60.38,-330.758
60.4,-330.709
60.42,-330.66
60.44,-330.611
60.46,-330.562
60.48,-330.513
60.5,-330.464
60.52,-330.414
60.54,-330.365
60.56,-330.315
60.58,-330.265
60.6,-330.216
60.62,-330.166
60.64,-330.116
60.66,-330.066
60.68,-330.016
60.7,-329.966
60.72,-329.916
60.74,-329.865
60.76,-329.815
60.78,-329.764
60.8,-329.714
60.82,-329.663
60.84,-329.612
60.86,-329.561
60.88,-329.51
60.9,-329.459
60.92,-329.408
60.94,-329.357
60.96,-329.306
60.98,-329.254
61,-329.203
61.02,-329.151
61.04,-329.1
61.06,-329.048
61.08,-328.996
61.1,-328.944
61.12,-328.892
61.14,-328.84
61.16,-328.788
61.18,-328.736
61.2,-328.684
61.22,-328.631
61.24,-328.579
61.26,-328.526
61.28,-328.474
61.3,-328.421
61.32,-328.368
61.34,-328.315
